Prefecture,City,Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),CO (mg/m3),SO2 (ug/m3),O3 (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Xylene (ug/m3),AQI,AQI_Bucket,Wind_Speed (km/h),Humidity (%),Deforestation_Rate_%,Industry_Growth_%,CO2_Emission_MT,Population_Density_per_SqKm
Tokyo,Shinjuku,2025-07-01,15.96,20.15,9.85,21.71,16.35,5.29,0.25,6.31,30.38,0.38,2.15,0.5,58,Moderate,7.7,91.4,0.017,2.07,50.52,6243.7
Tokyo,Shinjuku,2025-08-01,8.08,16.97,7.07,10.92,4.76,5.01,0.29,4.66,28.32,0.37,4.27,0.98,34,Good,7.1,79.3,0.011,1.87,49.81,6251.1
Tokyo,Shinjuku,2025-09-01,14.43,25.58,12.41,14.51,23.28,3.09,0.69,1.54,13.54,1.57,2.46,0.44,54,Moderate,4.1,67.9,0.009,1.98,50.96,6235.2
Tokyo,Shinjuku,2025-10-01,20.64,20.14,8.43,17.14,29.75,7.23,0.73,6.25,35.72,1.99,6.33,0.94,68,Moderate,7.2,76.5,0.0,2.53,50.4,6254.9
Tokyo,Shinjuku,2025-11-01,13.82,30.33,22.76,12.02,19.45,5.36,0.4,2.61,50.41,1.55,7.2,2.03,53,Moderate,8.9,59.9,0.017,2.18,50.76,6273.7
Tokyo,Shinjuku,2025-12-01,29.4,32.72,17.62,14.49,23.86,8.78,1.01,10.33,57.42,1.7,4.85,0.53,88,Moderate,8.0,55.1,0.034,2.78,50.53,6228.1
Tottori,Kurayoshi,2014-01-01,16.9,27.38,2.57,8.8,8.48,3.45,0.58,4.32,31.75,0.75,2.9,0.63,60,Moderate,8.3,60.5,0.053,0.57,2.98,163.1
Tottori,Kurayoshi,2014-02-01,8.7,23.96,8.33,14.0,6.07,1.17,0.28,7.56,32.99,1.05,1.88,0.57,36,Good,7.7,45.9,0.038,0.3,2.98,162.9
Tottori,Kurayoshi,2014-03-01,14.1,30.58,7.89,13.07,12.0,5.08,0.49,5.37,32.37,0.31,1.39,0.39,53,Moderate,6.0,52.3,0.053,0.94,3.01,163.4
Tottori,Kurayoshi,2014-04-01,14.44,33.4,4.18,13.66,7.11,2.56,0.16,4.36,50.63,0.19,1.48,0.2,54,Moderate,7.8,57.3,0.048,0.51,2.96,163.2
Tottori,Kurayoshi,2014-05-01,8.9,13.0,5.41,5.58,11.03,2.14,0.07,5.02,35.97,0.44,2.26,0.52,37,Good,5.1,66.4,0.071,0.8,2.99,162.3
Tottori,Kurayoshi,2014-06-01,8.66,9.62,0.2,10.58,8.92,2.15,0.13,3.54,34.11,0.31,2.37,0.3,36,Good,7.4,86.7,0.037,0.07,2.98,162.3
Tottori,Kurayoshi,2014-07-01,2.0,14.4,1.74,6.24,7.65,1.52,0.31,3.08,17.14,0.1,1.24,0.32,8,Good,6.3,75.2,0.052,0.32,3.01,162.8
Tottori,Kurayoshi,2014-08-01,9.53,11.82,1.8,3.11,3.91,3.38,0.26,1.27,14.52,0.26,1.63,0.27,40,Good,2.5,85.2,0.057,0.84,2.98,162.9
Tottori,Kurayoshi,2014-09-01,5.24,20.91,2.39,9.26,6.76,2.28,0.11,1.89,32.44,0.02,0.02,0.25,22,Good,10.8,71.0,0.059,0.73,2.99,162.9
Tottori,Kurayoshi,2014-10-01,5.69,16.85,4.11,3.96,10.12,1.5,0.46,4.63,43.93,0.85,3.62,0.54,24,Good,7.1,71.6,0.064,0.95,3.0,162.9
Tottori,Kurayoshi,2014-11-01,7.33,13.07,3.04,8.82,1.62,3.29,0.4,5.81,33.89,0.56,3.84,0.63,31,Good,9.2,56.4,0.071,0.53,2.97,162.7
Tottori,Kurayoshi,2014-12-01,6.84,27.18,7.18,7.21,12.06,6.49,0.17,5.16,47.16,1.02,1.08,0.01,29,Good,10.4,54.1,0.038,0.66,3.05,162.5
Tottori,Kurayoshi,2015-01-01,18.81,11.95,2.69,17.65,11.89,6.79,0.31,1.74,30.7,0.26,4.43,0.35,64,Moderate,12.3,64.5,0.041,0.74,3.01,163.3
Tottori,Kurayoshi,2015-02-01,12.59,18.9,3.69,15.61,11.48,1.16,0.53,4.1,36.72,1.56,1.81,0.82,50,Good,9.2,57.8,0.066,1.28,3.0,162.7
Tottori,Kurayoshi,2015-03-01,17.23,36.28,6.73,12.51,9.16,5.59,0.22,3.94,48.01,0.83,4.11,0.44,60,Moderate,13.5,63.6,0.054,0.77,2.97,162.4
Tottori,Kurayoshi,2015-04-01,5.73,19.43,2.54,10.92,13.84,3.29,0.5,2.69,28.74,0.26,1.36,0.13,24,Good,9.7,68.5,0.047,1.13,2.97,163.2
Tottori,Kurayoshi,2015-05-01,9.74,20.6,5.13,12.85,10.32,2.35,0.38,5.66,25.25,1.04,1.3,0.16,41,Good,6.9,75.5,0.049,1.21,2.98,162.6
Tottori,Kurayoshi,2015-06-01,6.29,13.2,6.1,6.49,3.05,2.74,0.25,2.57,19.75,0.48,0.98,0.56,26,Good,6.8,76.7,0.044,0.7,2.97,162.3
Tottori,Kurayoshi,2015-07-01,5.85,12.46,5.54,0.5,3.42,2.85,0.36,2.39,24.55,0.76,1.41,0.45,24,Good,6.0,83.2,0.041,0.77,2.92,163.0
Tottori,Kurayoshi,2015-08-01,2.0,5.82,3.61,3.13,3.34,1.67,0.19,2.05,25.92,0.26,1.96,0.42,8,Good,6.9,90.1,0.04,0.82,2.96,162.4
Tottori,Kurayoshi,2015-09-01,10.43,15.3,6.55,4.14,6.58,2.84,0.29,0.3,28.31,0.64,1.84,0.41,43,Good,3.3,86.5,0.041,0.77,2.94,162.5
Tottori,Kurayoshi,2015-10-01,16.29,25.1,7.82,10.57,8.67,3.58,0.14,1.87,20.58,0.77,2.71,0.26,58,Moderate,7.4,70.2,0.029,1.37,3.01,162.8
Tottori,Kurayoshi,2015-11-01,3.85,20.39,5.94,12.65,9.62,5.65,0.43,6.24,33.83,1.21,3.09,0.31,16,Good,11.8,71.2,0.052,0.68,2.96,162.6
Tottori,Kurayoshi,2015-12-01,12.24,30.96,0.52,15.73,5.55,6.31,0.67,4.88,35.74,0.27,4.28,0.99,49,Good,13.1,60.2,0.047,0.79,2.99,163.1
Tottori,Kurayoshi,2016-01-01,8.37,19.11,3.85,17.99,1.9,4.41,0.19,4.28,41.38,0.16,2.11,0.78,35,Good,7.8,59.2,0.052,0.65,2.98,162.1
Tottori,Kurayoshi,2016-02-01,14.42,29.78,2.13,7.51,12.78,2.94,0.2,0.96,34.53,0.53,2.53,0.9,54,Moderate,5.5,58.8,0.065,0.86,2.91,162.7
Tottori,Kurayoshi,2016-03-01,11.47,31.26,3.97,8.76,5.41,3.04,0.23,5.57,25.23,0.82,4.05,0.14,48,Good,9.3,61.7,0.064,0.71,2.97,162.4
Tottori,Kurayoshi,2016-04-01,10.68,24.35,1.6,11.83,4.86,2.56,0.05,3.03,14.83,0.66,0.7,0.18,45,Good,5.3,62.9,0.037,0.62,2.94,162.4
Tottori,Kurayoshi,2016-05-01,10.26,11.13,4.37,5.78,8.45,2.1,0.28,2.51,30.02,0.26,1.69,0.38,43,Good,7.9,68.0,0.056,0.13,2.93,162.4
Tottori,Kurayoshi,2016-06-01,5.86,3.0,0.2,7.14,2.55,2.73,0.22,2.27,29.81,0.31,0.6,0.1,24,Good,3.5,84.2,0.059,1.04,3.01,162.2
Tottori,Kurayoshi,2016-07-01,7.95,15.58,0.38,4.32,7.4,1.38,0.15,4.61,21.84,0.4,1.41,0.22,33,Good,4.4,80.5,0.054,1.29,2.95,162.2
Tottori,Kurayoshi,2016-08-01,3.68,8.8,2.97,0.74,2.63,4.15,0.08,4.75,25.9,0.88,1.33,0.41,15,Good,7.6,74.2,0.036,1.19,2.93,162.3
Tottori,Kurayoshi,2016-09-01,4.59,8.84,2.44,2.98,7.41,2.75,0.34,4.09,25.54,0.5,0.93,0.01,19,Good,9.1,74.9,0.063,0.9,2.94,162.8
Tottori,Kurayoshi,2016-10-01,5.97,13.7,1.11,11.37,3.34,3.89,0.07,2.49,32.61,0.67,1.51,0.01,25,Good,4.5,67.8,0.057,1.36,2.96,162.3
Tottori,Kurayoshi,2016-11-01,13.65,11.69,0.71,13.91,6.74,4.46,0.29,2.2,33.38,0.75,3.77,0.42,52,Moderate,10.5,67.2,0.057,0.34,2.97,162.6
Tottori,Kurayoshi,2016-12-01,19.34,22.65,5.66,18.19,9.49,5.97,0.14,6.69,61.62,0.92,3.79,1.08,65,Moderate,10.4,65.7,0.047,0.77,2.98,162.8
Tottori,Kurayoshi,2017-01-01,20.73,22.58,2.33,15.74,9.27,4.22,0.32,3.97,62.04,0.98,2.67,0.41,68,Moderate,7.5,57.8,0.054,0.77,2.96,161.9
Tottori,Kurayoshi,2017-02-01,10.58,30.45,5.88,13.7,14.35,0.76,0.23,7.76,40.47,0.25,2.46,0.71,44,Good,6.8,65.4,0.046,0.94,2.94,162.0
Tottori,Kurayoshi,2017-03-01,16.47,11.9,8.58,4.46,9.47,5.46,0.44,4.25,51.88,0.39,1.35,0.23,59,Moderate,3.9,66.8,0.049,0.34,2.91,162.0
Tottori,Kurayoshi,2017-04-01,8.3,12.71,5.24,8.41,8.81,0.59,0.17,3.4,41.75,0.46,0.57,0.57,35,Good,7.5,73.9,0.046,0.81,2.89,162.2
Tottori,Kurayoshi,2017-05-01,5.54,21.57,4.25,3.36,4.73,4.0,0.19,1.79,24.18,0.51,3.02,0.11,23,Good,8.3,76.3,0.035,1.22,2.93,161.4
Tottori,Kurayoshi,2017-06-01,10.53,8.63,2.92,5.5,6.35,2.96,0.34,4.08,19.73,0.68,0.52,0.56,44,Good,8.2,79.9,0.057,0.88,2.96,162.1
Tottori,Kurayoshi,2017-07-01,3.26,13.96,0.95,11.55,5.99,1.98,0.29,0.33,21.08,0.58,0.55,0.11,14,Good,4.7,82.6,0.055,0.86,2.93,162.1
Tottori,Kurayoshi,2017-08-01,9.33,12.18,4.92,7.07,2.11,2.86,0.1,2.22,16.21,0.63,1.83,0.41,39,Good,4.0,84.3,0.058,0.5,2.91,162.2
Tottori,Kurayoshi,2017-09-01,10.0,10.37,2.6,10.38,9.24,0.58,0.14,2.8,31.2,0.56,0.24,0.2,42,Good,5.4,72.2,0.045,1.28,2.95,161.4
Tottori,Kurayoshi,2017-10-01,6.51,14.79,1.2,13.55,3.12,4.87,0.46,2.3,39.34,0.94,1.47,0.13,27,Good,10.1,70.7,0.058,0.34,2.97,162.4
Tottori,Kurayoshi,2017-11-01,6.01,23.62,3.42,8.94,3.26,1.66,0.16,1.48,48.36,1.21,1.29,0.52,25,Good,5.3,63.6,0.044,0.96,2.9,161.7
Tottori,Kurayoshi,2017-12-01,8.94,23.22,1.74,15.1,3.31,3.45,0.44,7.06,41.68,1.29,1.53,0.78,37,Good,7.9,50.8,0.045,1.07,2.87,162.4
Tottori,Kurayoshi,2018-01-01,10.46,26.75,2.12,4.2,16.56,3.58,0.11,4.72,44.22,1.37,0.64,0.54,44,Good,6.2,54.2,0.042,0.68,2.93,161.7
Tottori,Kurayoshi,2018-02-01,14.07,30.53,7.09,5.48,11.42,1.86,0.34,6.16,21.13,1.0,4.06,0.22,53,Moderate,4.9,62.5,0.054,0.24,2.89,161.4
Tottori,Kurayoshi,2018-03-01,5.68,21.76,6.43,6.87,11.39,2.66,0.3,4.44,47.9,0.96,1.76,0.33,24,Good,9.5,53.8,0.043,0.98,2.94,160.7
Tottori,Kurayoshi,2018-04-01,9.2,13.72,3.85,9.25,13.23,4.26,0.06,4.94,45.89,0.95,2.99,0.76,38,Good,7.3,71.4,0.048,0.77,2.93,161.6
Tottori,Kurayoshi,2018-05-01,8.47,13.05,5.38,10.76,2.63,2.96,0.34,7.18,20.41,0.44,1.91,0.41,35,Good,4.5,65.4,0.055,0.74,2.9,161.9
Tottori,Kurayoshi,2018-06-01,3.77,11.06,6.4,6.1,5.37,2.81,0.15,3.87,23.4,0.91,1.01,0.25,16,Good,7.0,74.5,0.047,0.26,2.85,162.1
Tottori,Kurayoshi,2018-07-01,6.97,15.53,0.2,4.9,5.39,1.25,0.23,1.85,37.75,0.32,0.02,0.3,29,Good,7.3,84.8,0.06,0.82,2.89,161.8
Tottori,Kurayoshi,2018-08-01,6.33,11.86,3.39,7.92,5.31,1.88,0.2,2.74,25.61,0.83,1.34,0.2,26,Good,7.3,71.2,0.048,0.53,2.89,162.3
Tottori,Kurayoshi,2018-09-01,4.11,17.99,3.69,3.91,9.72,2.3,0.21,2.5,14.93,0.32,1.58,0.48,17,Good,4.6,78.1,0.053,0.54,2.95,162.0
Tottori,Kurayoshi,2018-10-01,7.09,21.62,3.84,8.47,9.73,4.34,0.25,3.72,21.48,0.63,1.31,0.28,30,Good,9.6,60.3,0.035,0.59,2.96,161.4
Tottori,Kurayoshi,2018-11-01,14.64,14.51,4.17,4.02,6.71,3.48,0.46,1.25,51.43,1.03,2.93,0.45,55,Moderate,10.3,69.7,0.046,0.6,2.9,161.8
Tottori,Kurayoshi,2018-12-01,8.96,18.84,9.63,13.19,15.23,4.86,0.18,7.14,52.89,0.84,0.44,0.59,37,Good,8.0,54.0,0.037,0.85,2.88,161.5
Tottori,Kurayoshi,2019-01-01,10.74,20.45,9.38,8.96,6.8,2.74,0.56,1.56,64.1,1.2,3.13,0.22,45,Good,10.2,59.3,0.053,0.85,2.84,161.7
Tottori,Kurayoshi,2019-02-01,14.63,19.06,8.77,5.08,10.37,5.51,0.41,6.47,51.47,1.04,0.28,0.16,55,Moderate,7.5,67.0,0.057,0.65,2.88,161.2
Tottori,Kurayoshi,2019-03-01,5.84,37.21,2.77,11.81,8.36,5.36,0.59,3.91,48.65,0.79,0.66,0.02,24,Good,10.2,52.0,0.051,0.61,2.87,161.0
Tottori,Kurayoshi,2019-04-01,6.78,24.76,5.82,10.32,3.74,2.24,0.34,5.18,26.43,0.41,0.85,0.67,28,Good,4.9,70.8,0.061,0.84,2.83,161.1
Tottori,Kurayoshi,2019-05-01,10.88,10.34,4.37,11.9,3.43,2.24,0.33,3.91,40.27,0.32,0.73,0.63,45,Good,9.9,75.5,0.047,0.78,2.89,161.3
Tottori,Kurayoshi,2019-06-01,9.41,12.24,0.71,8.45,1.3,2.6,0.14,3.45,33.07,0.73,0.67,0.24,39,Good,2.3,87.0,0.045,0.78,2.88,161.0
Tottori,Kurayoshi,2019-07-01,8.49,14.74,3.57,3.78,6.19,1.42,0.24,0.3,29.97,0.63,1.88,0.22,35,Good,4.3,84.4,0.066,0.56,2.87,161.0
Tottori,Kurayoshi,2019-08-01,3.12,10.82,1.6,2.17,3.34,1.4,0.23,1.31,35.46,0.51,1.4,0.32,13,Good,8.8,77.9,0.043,0.75,2.91,160.5
Tottori,Kurayoshi,2019-09-01,3.24,9.32,2.56,6.43,2.38,3.35,0.16,2.39,27.1,0.7,0.55,0.3,14,Good,5.3,82.0,0.043,0.99,2.93,161.7
Tottori,Kurayoshi,2019-10-01,11.26,13.6,7.68,6.17,6.64,3.27,0.14,4.92,14.34,0.73,1.21,0.31,47,Good,9.7,75.2,0.047,0.86,2.88,161.5
Tottori,Kurayoshi,2019-11-01,8.32,7.94,6.68,2.59,12.31,3.91,0.34,2.92,47.04,1.03,0.17,0.37,35,Good,13.1,70.7,0.05,1.22,2.88,161.6
Tottori,Kurayoshi,2019-12-01,8.22,17.29,10.9,3.3,9.99,3.43,0.53,7.87,66.6,0.88,1.95,0.78,34,Good,9.1,65.2,0.042,0.47,2.93,161.6
Tottori,Kurayoshi,2020-01-01,8.6,24.32,2.57,9.15,8.26,5.26,0.39,3.22,35.3,1.05,2.53,0.01,36,Good,10.3,58.4,0.053,0.73,2.88,161.2
Tottori,Kurayoshi,2020-02-01,14.91,24.95,6.72,13.27,3.91,4.75,0.22,6.37,35.85,0.96,2.99,0.17,55,Moderate,11.5,65.6,0.035,0.64,2.85,161.1
Tottori,Kurayoshi,2020-03-01,6.0,22.5,6.07,1.95,3.19,2.36,0.3,0.83,20.23,0.18,0.24,0.27,25,Good,10.8,70.6,0.044,0.5,2.83,160.9
Tottori,Kurayoshi,2020-04-01,4.79,8.97,2.2,6.5,5.18,1.77,0.11,0.3,13.18,0.13,0.84,0.24,20,Good,8.9,71.8,0.053,0.77,2.84,161.2
Tottori,Kurayoshi,2020-05-01,5.54,8.75,1.63,4.74,6.08,0.66,0.06,1.22,24.21,0.38,0.82,0.09,23,Good,8.3,70.2,0.05,1.04,2.78,161.2
Tottori,Kurayoshi,2020-06-01,2.0,11.83,3.47,3.02,3.84,1.19,0.24,0.43,14.06,0.64,1.19,0.14,8,Good,7.0,69.6,0.052,0.54,2.89,161.2
Tottori,Kurayoshi,2020-07-01,9.36,12.31,3.47,9.49,3.5,3.92,0.14,1.07,37.34,0.62,1.7,0.11,39,Good,2.9,78.5,0.055,1.22,2.86,160.7
Tottori,Kurayoshi,2020-08-01,2.0,16.92,4.13,3.15,7.72,1.8,0.21,1.89,25.12,0.39,0.29,0.47,8,Good,6.3,68.9,0.052,0.59,2.86,160.9
Tottori,Kurayoshi,2020-09-01,3.51,13.83,5.2,11.53,8.76,1.7,0.29,2.35,41.13,0.36,0.78,0.01,15,Good,10.4,86.2,0.044,0.75,2.82,161.0
Tottori,Kurayoshi,2020-10-01,11.23,14.08,5.14,11.76,6.47,3.77,0.27,1.78,24.81,0.82,1.96,0.15,47,Good,3.9,76.0,0.053,1.01,2.82,160.9
Tottori,Kurayoshi,2020-11-01,2.69,10.96,7.72,16.54,10.29,3.07,0.29,4.43,43.64,0.76,3.91,0.5,11,Good,8.3,70.2,0.037,0.79,2.83,161.2
Tottori,Kurayoshi,2020-12-01,15.73,29.7,3.23,11.58,5.16,2.84,0.21,2.66,58.64,0.52,4.22,0.36,57,Moderate,7.6,64.9,0.055,1.01,2.88,161.3
Tottori,Kurayoshi,2021-01-01,16.17,20.04,7.03,12.3,7.12,2.9,0.15,1.46,54.03,0.72,0.94,0.22,58,Moderate,9.0,50.0,0.062,0.5,2.87,160.9
Tottori,Kurayoshi,2021-02-01,6.21,31.59,10.08,17.27,12.31,1.27,0.36,1.14,39.53,0.55,1.8,0.55,26,Good,8.9,46.0,0.051,0.49,2.81,160.8
Tottori,Kurayoshi,2021-03-01,4.78,15.64,8.2,11.64,2.97,1.63,0.3,2.58,37.04,0.58,0.12,0.86,20,Good,8.5,48.7,0.044,0.55,2.85,160.5
Tottori,Kurayoshi,2021-04-01,9.87,32.62,2.84,6.74,3.25,4.02,0.31,5.99,27.76,0.86,0.17,0.14,41,Good,10.6,76.0,0.031,0.99,2.85,160.5
Tottori,Kurayoshi,2021-05-01,8.7,10.27,5.44,8.67,5.96,1.45,0.25,1.45,46.55,0.92,2.1,0.27,36,Good,8.0,64.9,0.049,0.47,2.78,160.1
Tottori,Kurayoshi,2021-06-01,4.06,5.22,0.2,7.23,1.67,1.18,0.36,3.23,21.45,0.64,1.31,0.53,17,Good,5.2,77.1,0.051,1.24,2.85,160.5
Tottori,Kurayoshi,2021-07-01,10.0,5.14,4.52,1.57,4.25,3.48,0.09,2.51,27.8,0.42,1.11,0.47,42,Good,4.4,86.6,0.043,0.59,2.83,160.6
Tottori,Kurayoshi,2021-08-01,9.91,12.16,3.37,5.68,5.68,2.63,0.09,1.38,21.62,0.24,2.99,0.44,41,Good,8.9,70.8,0.061,0.87,2.84,160.3
Tottori,Kurayoshi,2021-09-01,4.91,14.98,2.64,5.81,3.5,2.6,0.23,2.93,21.02,0.73,1.99,0.01,20,Good,8.2,79.2,0.063,0.37,2.87,160.7
Tottori,Kurayoshi,2021-10-01,3.68,10.88,4.72,9.58,2.38,2.97,0.4,5.63,19.92,0.69,0.7,0.38,15,Good,8.0,75.0,0.066,0.83,2.82,161.1
Tottori,Kurayoshi,2021-11-01,6.45,27.02,6.04,5.27,5.51,3.19,0.31,4.77,25.75,0.47,1.79,0.25,27,Good,11.1,73.6,0.056,0.67,2.81,161.1
Tottori,Kurayoshi,2021-12-01,15.52,17.68,2.14,6.23,8.81,5.76,0.42,4.4,47.5,0.4,1.57,0.62,57,Moderate,4.6,64.7,0.036,0.62,2.86,161.5
Tottori,Kurayoshi,2022-01-01,16.94,14.08,6.86,10.11,3.59,5.76,0.32,8.01,53.89,1.13,0.85,0.83,60,Moderate,10.0,55.8,0.063,0.73,2.81,160.4
Tottori,Kurayoshi,2022-02-01,17.95,13.93,2.1,9.63,4.11,4.11,0.61,6.54,57.55,1.41,2.59,0.41,62,Moderate,8.6,61.7,0.053,0.76,2.8,160.1
Tottori,Kurayoshi,2022-03-01,8.75,28.46,3.96,11.51,7.04,3.82,0.54,3.04,22.68,1.22,3.11,0.69,36,Good,13.2,64.0,0.049,0.94,2.81,159.8
Tottori,Kurayoshi,2022-04-01,6.25,21.5,4.42,8.69,7.78,1.75,0.26,1.49,40.97,0.2,2.71,0.18,26,Good,6.7,64.0,0.032,0.88,2.78,160.2
Tottori,Kurayoshi,2022-05-01,3.72,19.83,3.13,5.24,6.64,1.71,0.11,3.66,48.2,0.84,1.01,0.73,16,Good,8.4,76.6,0.044,0.9,2.75,160.2
Tottori,Kurayoshi,2022-06-01,9.55,7.91,4.86,6.75,9.13,1.63,0.32,3.01,20.38,0.66,1.04,0.52,40,Good,3.6,72.3,0.041,0.61,2.81,159.9
Tottori,Kurayoshi,2022-07-01,7.14,3.42,0.2,4.58,1.39,0.69,0.23,2.02,23.15,0.49,1.94,0.06,30,Good,2.7,81.0,0.034,1.03,2.76,160.2
Tottori,Kurayoshi,2022-08-01,2.0,13.3,3.05,6.89,6.57,2.26,0.05,3.15,18.81,0.56,1.96,0.49,8,Good,4.9,77.6,0.048,0.72,2.8,160.2
Tottori,Kurayoshi,2022-09-01,2.0,17.52,2.18,9.37,4.05,2.66,0.15,4.19,14.17,0.94,2.4,0.01,8,Good,5.8,66.4,0.037,0.79,2.83,160.3
Tottori,Kurayoshi,2022-10-01,11.41,19.25,2.13,6.88,7.36,4.63,0.08,3.74,32.62,0.49,0.55,0.37,48,Good,10.7,62.0,0.049,1.0,2.81,160.5
Tottori,Kurayoshi,2022-11-01,14.37,19.65,4.16,9.53,2.64,3.85,0.43,4.9,46.25,0.3,1.53,0.34,54,Moderate,8.9,68.2,0.061,0.82,2.78,160.3
Tottori,Kurayoshi,2022-12-01,9.27,23.11,4.66,10.72,5.33,0.77,0.14,6.62,65.24,1.3,3.47,0.36,39,Good,6.2,67.9,0.054,0.66,2.77,161.0
Tottori,Kurayoshi,2023-01-01,9.32,15.57,4.75,5.45,2.66,2.23,0.12,6.0,32.61,1.34,0.86,0.24,39,Good,6.0,51.5,0.059,0.54,2.82,159.7
Tottori,Kurayoshi,2023-02-01,17.75,10.29,9.01,5.48,11.54,3.94,0.31,4.48,44.48,0.73,1.5,0.17,62,Moderate,11.2,59.0,0.065,0.84,2.7,160.1
Tottori,Kurayoshi,2023-03-01,17.02,19.33,2.0,10.73,6.87,3.34,0.26,4.08,40.81,0.46,1.91,0.3,60,Moderate,4.4,60.8,0.06,0.65,2.78,160.1
Tottori,Kurayoshi,2023-04-01,10.67,18.61,4.61,4.54,3.65,1.11,0.24,4.48,28.32,0.9,0.72,0.35,44,Good,10.2,67.2,0.04,0.06,2.77,160.0
Tottori,Kurayoshi,2023-05-01,13.07,13.24,7.42,5.76,7.36,1.88,0.27,6.36,32.22,0.67,3.02,0.23,51,Moderate,6.5,76.6,0.038,0.57,2.74,160.4
Tottori,Kurayoshi,2023-06-01,6.61,14.15,3.34,0.5,2.18,2.21,0.14,2.45,29.67,0.77,1.47,0.01,28,Good,6.4,80.6,0.056,0.85,2.75,160.3
Tottori,Kurayoshi,2023-07-01,9.01,17.48,3.91,2.54,7.81,0.95,0.3,3.19,38.42,0.05,1.82,0.32,38,Good,4.0,69.0,0.063,0.9,2.75,160.5
Tottori,Kurayoshi,2023-08-01,6.86,9.99,1.28,5.03,7.84,3.7,0.12,3.23,17.69,0.42,1.55,0.22,29,Good,6.6,85.2,0.053,0.83,2.78,160.4
Tottori,Kurayoshi,2023-09-01,9.01,7.89,3.03,12.34,0.3,0.69,0.34,2.05,31.28,0.63,1.64,0.2,38,Good,5.8,75.8,0.049,0.54,2.77,160.3
Tottori,Kurayoshi,2023-10-01,2.0,16.76,0.84,7.02,3.71,2.68,0.28,3.57,40.61,0.85,1.19,0.36,8,Good,7.4,58.1,0.031,0.56,2.78,160.5
Tottori,Kurayoshi,2023-11-01,11.07,23.86,5.57,12.93,12.1,2.44,0.29,2.14,40.73,0.6,2.93,0.7,46,Good,10.8,60.9,0.044,0.97,2.77,160.3
Tottori,Kurayoshi,2023-12-01,17.82,16.8,2.14,10.51,6.67,4.68,0.6,5.39,35.41,0.55,0.8,0.55,62,Moderate,9.2,60.4,0.04,0.72,2.78,160.6
Tottori,Kurayoshi,2024-01-01,13.3,11.72,9.24,13.98,11.44,3.81,0.47,4.66,35.57,0.69,1.08,0.01,52,Moderate,9.5,65.1,0.063,0.7,2.75,159.5
Tottori,Kurayoshi,2024-02-01,15.72,23.31,6.31,10.66,4.16,2.89,0.09,6.92,35.25,1.36,2.91,0.27,57,Moderate,6.2,64.7,0.045,0.89,2.74,159.8
Tottori,Kurayoshi,2024-03-01,7.78,20.84,6.84,8.59,13.57,1.96,0.59,2.78,50.58,0.7,4.25,0.16,32,Good,9.3,60.8,0.044,1.21,2.77,159.9
Tottori,Kurayoshi,2024-04-01,9.28,20.79,2.78,13.16,7.89,1.31,0.31,5.76,19.36,0.22,0.77,0.55,39,Good,6.1,71.6,0.046,1.43,2.71,159.1
Tottori,Kurayoshi,2024-05-01,10.28,11.19,6.26,4.02,12.47,2.97,0.19,4.73,30.5,0.23,1.37,0.28,43,Good,7.9,71.0,0.065,0.86,2.76,159.8
Tottori,Kurayoshi,2024-06-01,9.52,11.71,4.1,9.97,7.9,1.27,0.17,0.3,36.95,0.27,1.35,0.41,40,Good,3.2,71.5,0.063,0.69,2.76,159.9
Tottori,Kurayoshi,2024-07-01,7.26,12.51,3.65,3.55,6.67,2.99,0.34,0.88,33.09,0.26,1.58,0.15,30,Good,6.5,78.7,0.045,1.06,2.78,159.5
Tottori,Kurayoshi,2024-08-01,2.1,11.73,2.08,1.52,3.69,0.74,0.11,0.35,22.31,0.85,1.24,0.01,9,Good,6.1,68.6,0.054,1.01,2.75,159.3
Tottori,Kurayoshi,2024-09-01,8.74,12.42,6.72,7.7,3.17,0.2,0.27,3.4,15.6,0.54,1.66,0.45,36,Good,7.8,75.3,0.044,1.38,2.77,160.3
Tottori,Kurayoshi,2024-10-01,11.9,15.25,7.68,7.79,4.45,1.56,0.22,3.29,25.29,0.8,1.24,0.39,50,Good,7.0,72.5,0.048,1.1,2.79,159.9
Tottori,Kurayoshi,2024-11-01,10.07,29.18,1.81,9.91,3.21,1.61,0.33,3.55,38.74,1.16,0.91,0.43,42,Good,5.0,70.6,0.046,1.14,2.78,160.3
Tottori,Kurayoshi,2024-12-01,11.65,22.71,1.92,4.25,3.47,2.48,0.27,2.47,39.81,0.06,2.21,0.6,49,Good,10.6,67.4,0.045,0.94,2.79,159.9
Tottori,Kurayoshi,2025-01-01,12.52,14.59,7.27,9.04,4.82,5.97,0.15,1.46,46.36,0.21,2.81,0.06,50,Good,5.2,63.4,0.062,0.75,2.73,159.4
Tottori,Kurayoshi,2025-02-01,16.4,20.44,7.45,8.61,8.86,3.01,0.46,5.37,35.44,0.05,2.81,0.35,59,Moderate,5.2,49.9,0.045,0.8,2.74,159.6
Tottori,Kurayoshi,2025-03-01,7.3,21.6,6.69,12.97,11.39,2.87,0.44,4.43,35.81,0.97,0.93,0.34,30,Good,9.3,49.9,0.055,1.13,2.73,159.7
