Province,City,Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),CO (mg/m3),SO2 (ug/m3),O3 (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Xylene (ug/m3),AQI,AQI_Bucket,Wind_Speed (km/h),Humidity (%),Deforestation_Rate_%,Industry_Growth_%,CO2_Emission_MT,Population_Density_per_SqKm
Punjab,Vehari,2024-09-01,58.34,162.47,26.04,64.76,44.08,16.68,2.92,37.79,39.98,7.42,16.88,4.77,152,Unhealthy,8.6,61.2,0.325,5.06,140.82,643.1
Punjab,Vehari,2024-10-01,113.79,202.37,50.36,81.13,40.77,42.33,5.4,27.77,85.75,1.94,11.47,5.42,181,Unhealthy,7.3,44.1,0.473,6.3,140.07,641.5
Punjab,Vehari,2024-11-01,409.75,565.0,129.14,171.89,168.89,80.0,7.15,100.0,146.09,5.7,25.15,6.11,428,Hazardous,7.6,62.3,0.544,2.97,141.69,642.7
Punjab,Vehari,2024-12-01,363.84,542.05,90.43,137.04,166.35,80.0,7.74,53.13,90.78,15.75,33.99,11.38,391,Hazardous,2.3,77.0,0.385,4.52,144.22,641.0
Punjab,Vehari,2025-01-01,340.15,647.24,72.58,108.88,200.0,80.0,4.9,71.29,121.4,7.59,23.5,8.35,373,Hazardous,5.8,57.1,0.432,5.17,145.89,651.0
Punjab,Vehari,2025-02-01,183.67,323.35,57.94,104.37,125.26,17.19,5.83,56.92,68.19,10.47,25.74,8.85,234,Very Unhealthy,6.3,62.1,0.367,3.61,143.51,655.7
Punjab,Vehari,2025-03-01,135.12,211.12,47.67,38.84,99.17,35.03,2.61,39.36,62.85,6.05,10.35,6.68,192,Unhealthy,4.6,38.4,0.401,4.45,146.54,643.9
Punjab,Vehari,2025-04-01,82.94,115.04,24.94,58.46,62.03,35.09,2.84,35.76,37.21,3.69,20.45,3.35,165,Unhealthy,9.6,30.7,0.507,4.44,146.67,652.3
Punjab,Vehari,2025-05-01,119.57,227.16,33.01,33.13,47.13,17.5,2.15,16.43,52.66,1.85,11.62,6.12,184,Unhealthy,4.7,40.0,0.408,2.99,144.34,651.1
Punjab,Vehari,2025-06-01,75.39,110.59,15.82,39.93,51.74,17.1,3.63,21.86,62.28,1.84,7.08,4.64,161,Unhealthy,10.1,38.4,0.482,6.16,144.51,648.6
Punjab,Vehari,2025-07-01,102.15,129.52,34.63,42.02,49.69,19.05,2.18,16.58,45.38,5.9,10.76,3.98,175,Unhealthy,9.9,85.2,0.351,4.62,147.36,653.9
Punjab,Vehari,2025-08-01,105.55,142.51,22.1,37.24,34.39,20.05,1.4,30.45,53.19,1.67,16.29,2.36,177,Unhealthy,12.6,73.0,0.524,4.34,141.31,646.4
Punjab,Vehari,2025-09-01,49.04,159.68,18.64,39.16,62.15,17.04,3.62,13.66,42.49,5.74,7.38,0.86,134,Unhealthy for Sensitive Groups,8.6,77.5,0.531,5.5,142.77,647.4
Punjab,Vehari,2025-10-01,72.27,299.82,34.6,80.26,97.95,38.76,1.86,46.89,68.6,4.73,25.56,3.33,160,Unhealthy,5.7,51.8,0.361,6.11,145.12,650.6
Punjab,Vehari,2025-11-01,329.86,310.11,72.15,164.33,111.05,46.71,6.89,82.75,131.92,8.87,21.39,10.77,364,Hazardous,1.3,48.9,0.43,4.23,146.75,649.2
Punjab,Vehari,2025-12-01,359.05,338.67,150.0,180.0,200.0,67.43,7.23,82.32,174.08,20.24,13.98,20.0,388,Hazardous,6.8,78.5,0.471,5.06,143.86,649.4
Punjab,Wah Cantonment,2014-01-01,280.08,556.36,46.58,180.0,102.31,61.13,6.12,77.83,135.12,14.58,39.9,14.11,325,Hazardous,8.4,62.3,0.548,2.19,110.81,535.6
Punjab,Wah Cantonment,2014-02-01,213.14,358.94,51.74,69.14,114.04,36.94,4.18,23.54,73.29,6.2,9.45,3.18,263,Very Unhealthy,7.1,52.4,0.392,3.87,109.39,535.7
Punjab,Wah Cantonment,2014-03-01,73.94,163.37,59.88,70.95,54.96,18.98,3.13,22.93,58.2,3.8,16.6,7.06,161,Unhealthy,8.1,64.8,0.41,3.95,108.57,536.5
Punjab,Wah Cantonment,2014-04-01,140.78,164.11,46.88,58.92,32.67,25.39,4.03,13.17,37.61,4.12,17.92,4.18,195,Unhealthy,13.9,51.8,0.468,5.84,108.54,538.2
Punjab,Wah Cantonment,2014-05-01,57.75,216.16,47.01,58.05,65.3,14.6,1.88,37.31,72.5,6.0,17.1,5.92,152,Unhealthy,5.0,43.0,0.478,3.75,106.92,534.9
Punjab,Wah Cantonment,2014-06-01,129.42,124.0,43.69,54.34,67.02,13.99,2.25,29.97,36.88,6.79,6.15,2.77,189,Unhealthy,13.1,40.4,0.411,5.08,110.57,535.6
Punjab,Wah Cantonment,2014-07-01,82.12,185.85,39.55,50.61,37.49,19.06,2.08,13.75,51.01,5.72,6.34,1.52,165,Unhealthy,15.5,55.4,0.463,4.54,107.86,538.3
Punjab,Wah Cantonment,2014-08-01,51.19,92.69,37.26,45.46,62.08,22.48,3.41,31.45,48.67,1.62,10.14,3.53,140,Unhealthy for Sensitive Groups,4.7,70.5,0.43,4.22,107.88,532.6
Punjab,Wah Cantonment,2014-09-01,89.64,245.2,23.21,42.14,74.81,32.52,2.08,18.4,62.99,5.85,13.46,2.91,169,Unhealthy,5.3,54.4,0.275,5.0,106.06,535.7
Punjab,Wah Cantonment,2014-10-01,165.6,296.21,41.91,79.22,79.6,26.91,4.79,31.17,55.59,9.44,9.16,3.91,216,Very Unhealthy,5.5,62.4,0.428,4.83,109.11,535.7
Punjab,Wah Cantonment,2014-11-01,262.31,456.79,58.08,122.9,200.0,80.0,6.05,100.0,194.16,24.61,22.9,2.86,310,Hazardous,8.4,44.7,0.414,4.13,112.16,537.6
Punjab,Wah Cantonment,2014-12-01,420.27,601.33,114.63,115.15,165.0,65.91,10.86,67.66,200.0,21.78,46.48,9.74,436,Hazardous,3.5,71.3,0.468,6.63,114.71,535.0
Punjab,Wah Cantonment,2015-01-01,190.23,268.4,67.35,92.45,75.86,54.1,3.23,26.66,120.91,14.05,42.91,5.27,240,Very Unhealthy,1.6,70.5,0.445,4.75,115.0,543.6
Punjab,Wah Cantonment,2015-02-01,96.68,238.08,63.32,111.09,69.12,48.82,4.31,38.05,56.79,11.31,29.74,2.69,172,Unhealthy,4.3,63.4,0.499,2.83,115.81,548.7
Punjab,Wah Cantonment,2015-03-01,115.75,260.47,59.07,56.88,52.29,31.6,4.1,45.48,74.83,5.57,7.35,2.28,182,Unhealthy,9.6,48.4,0.417,4.98,116.29,542.8
Punjab,Wah Cantonment,2015-04-01,72.83,218.77,20.46,66.25,40.16,23.03,3.15,43.43,41.19,3.29,13.65,1.93,160,Unhealthy,10.9,40.8,0.471,4.7,111.75,543.2
Punjab,Wah Cantonment,2015-05-01,110.88,122.38,24.33,71.05,83.55,17.82,3.82,31.49,38.91,4.66,16.19,5.79,180,Unhealthy,6.1,47.4,0.367,3.98,115.75,545.8
Punjab,Wah Cantonment,2015-06-01,56.08,108.72,32.54,32.98,35.86,10.58,1.51,15.3,36.37,5.46,7.89,3.96,151,Unhealthy,7.1,43.1,0.468,3.92,110.69,547.8
Punjab,Wah Cantonment,2015-07-01,99.6,88.13,28.26,53.59,34.43,15.26,3.16,30.53,48.02,6.09,17.86,1.31,174,Unhealthy,12.9,59.3,0.419,5.12,110.59,543.8
Punjab,Wah Cantonment,2015-08-01,122.17,196.35,39.89,27.81,52.38,11.68,1.08,28.99,27.24,1.77,16.95,2.27,185,Unhealthy,10.2,63.3,0.432,5.98,109.3,543.3
Punjab,Wah Cantonment,2015-09-01,132.44,116.16,47.62,60.53,53.48,27.13,2.47,40.61,63.58,7.48,9.22,4.35,191,Unhealthy,3.4,68.8,0.501,3.0,110.32,544.7
Punjab,Wah Cantonment,2015-10-01,109.93,239.29,23.6,58.15,61.91,25.78,1.78,53.45,54.43,10.11,27.89,9.07,179,Unhealthy,4.5,54.3,0.432,4.98,117.01,549.2
Punjab,Wah Cantonment,2015-11-01,217.14,541.97,57.85,180.0,119.39,80.0,10.88,100.0,177.77,13.35,34.65,10.61,267,Very Unhealthy,6.7,53.0,0.31,4.21,115.0,549.0
Punjab,Wah Cantonment,2015-12-01,454.76,732.24,94.23,173.64,131.76,70.28,8.64,100.0,161.81,7.67,29.65,16.32,464,Hazardous,3.2,71.5,0.457,5.45,114.81,546.0
Punjab,Wah Cantonment,2016-01-01,397.93,457.04,72.32,155.75,200.0,80.0,5.56,100.0,111.92,6.34,56.37,16.4,419,Hazardous,9.0,61.4,0.408,4.62,114.17,553.1
Punjab,Wah Cantonment,2016-02-01,93.62,195.61,63.3,116.1,85.07,48.71,5.7,47.04,100.71,5.89,30.06,4.27,171,Unhealthy,8.4,64.7,0.446,5.01,113.67,562.0
Punjab,Wah Cantonment,2016-03-01,172.4,280.22,36.93,47.71,95.76,18.49,2.8,23.46,81.68,4.57,10.14,5.73,223,Very Unhealthy,5.9,48.7,0.462,4.34,120.01,556.9
Punjab,Wah Cantonment,2016-04-01,142.0,211.8,20.27,75.75,49.63,37.52,4.12,43.68,81.15,7.03,5.41,2.56,196,Unhealthy,6.8,58.1,0.405,4.33,118.47,554.7
Punjab,Wah Cantonment,2016-05-01,74.49,197.07,29.99,45.9,48.58,24.13,1.3,21.08,73.57,4.73,8.25,6.39,161,Unhealthy,8.0,26.8,0.43,4.8,112.75,559.8
Punjab,Wah Cantonment,2016-06-01,94.99,229.97,38.79,66.73,79.89,24.84,3.87,13.45,58.59,4.31,13.17,1.67,171,Unhealthy,13.0,37.2,0.475,5.1,113.46,556.2
Punjab,Wah Cantonment,2016-07-01,128.64,120.57,35.53,49.91,50.33,13.34,3.53,20.85,42.79,3.79,13.2,3.78,189,Unhealthy,12.5,70.1,0.517,4.34,117.78,556.7
Punjab,Wah Cantonment,2016-08-01,111.05,138.43,33.5,37.36,42.2,19.1,1.74,24.41,28.11,1.29,16.56,1.68,180,Unhealthy,14.4,69.3,0.512,4.24,117.42,555.3
Punjab,Wah Cantonment,2016-09-01,124.54,207.47,30.46,41.73,44.63,22.07,3.69,34.02,77.45,7.15,4.8,1.36,187,Unhealthy,11.7,63.0,0.39,5.51,116.71,559.0
Punjab,Wah Cantonment,2016-10-01,211.52,196.81,51.89,65.54,111.96,18.46,4.01,31.74,74.8,10.54,10.57,5.33,261,Very Unhealthy,3.7,44.3,0.483,4.8,113.22,551.8
Punjab,Wah Cantonment,2016-11-01,390.14,365.11,98.58,180.0,160.31,52.73,4.18,100.0,155.17,17.66,35.29,2.8,412,Hazardous,2.4,51.9,0.477,4.83,116.42,556.7
Punjab,Wah Cantonment,2016-12-01,333.44,532.65,72.42,123.82,200.0,49.09,10.9,85.89,169.87,9.28,24.58,10.61,367,Hazardous,4.2,72.9,0.334,4.77,114.21,555.7
Punjab,Wah Cantonment,2017-01-01,311.06,468.49,44.56,96.72,200.0,41.8,6.35,97.17,177.59,5.35,47.16,10.9,349,Hazardous,2.5,67.7,0.548,5.91,119.32,568.1
Punjab,Wah Cantonment,2017-02-01,204.19,328.49,69.57,87.92,65.8,52.17,3.43,56.84,64.32,6.91,26.98,10.39,254,Very Unhealthy,9.0,53.9,0.447,4.19,118.45,564.3
Punjab,Wah Cantonment,2017-03-01,121.02,281.87,41.3,78.63,75.66,37.08,3.58,39.2,50.64,9.91,22.14,2.87,185,Unhealthy,8.1,38.8,0.398,6.25,119.06,563.1
Punjab,Wah Cantonment,2017-04-01,109.99,248.33,27.5,62.98,71.77,34.1,4.34,22.32,47.49,4.45,16.92,5.55,179,Unhealthy,6.3,46.2,0.361,4.81,119.42,572.1
Punjab,Wah Cantonment,2017-05-01,54.05,188.53,31.42,72.49,34.55,24.23,2.3,37.2,50.81,2.7,9.25,4.48,147,Unhealthy for Sensitive Groups,12.9,32.5,0.381,5.68,120.88,571.5
Punjab,Wah Cantonment,2017-06-01,102.82,238.15,17.29,59.29,83.31,34.2,3.77,16.04,66.87,6.6,11.49,4.41,175,Unhealthy,5.9,40.7,0.442,3.41,119.84,571.5
Punjab,Wah Cantonment,2017-07-01,68.04,171.96,27.24,58.85,57.54,13.74,3.07,30.34,30.14,6.15,8.69,1.12,157,Unhealthy,16.8,84.0,0.471,4.01,116.43,569.3
Punjab,Wah Cantonment,2017-08-01,68.29,97.24,17.02,34.37,48.7,13.75,3.0,25.6,57.69,2.84,7.33,1.58,158,Unhealthy,10.2,87.9,0.413,5.53,118.64,568.7
Punjab,Wah Cantonment,2017-09-01,73.02,248.38,45.0,64.9,56.08,12.28,4.01,23.9,58.25,2.46,14.34,2.74,160,Unhealthy,12.4,53.2,0.439,3.94,117.21,562.9
Punjab,Wah Cantonment,2017-10-01,165.83,247.72,34.33,47.1,64.55,45.0,5.09,27.1,58.1,9.12,12.93,4.56,216,Very Unhealthy,5.6,48.5,0.441,4.25,120.05,572.8
Punjab,Wah Cantonment,2017-11-01,462.92,589.93,121.57,134.31,200.0,80.0,8.32,80.04,126.69,14.48,40.8,3.89,470,Hazardous,4.8,44.9,0.465,6.33,120.41,570.5
Punjab,Wah Cantonment,2017-12-01,264.54,526.87,84.06,91.78,122.99,35.61,6.32,85.34,176.47,18.48,34.8,3.93,312,Hazardous,1.4,58.3,0.435,5.35,119.88,565.3
Punjab,Wah Cantonment,2018-01-01,229.71,647.16,117.0,180.0,200.0,43.41,6.6,81.01,141.15,23.62,31.71,7.7,279,Very Unhealthy,5.3,54.8,0.412,2.59,122.95,575.7
Punjab,Wah Cantonment,2018-02-01,118.66,403.45,25.85,64.12,127.02,60.91,5.69,64.15,112.58,9.21,26.44,2.5,184,Unhealthy,7.8,53.8,0.421,5.49,119.68,580.9
Punjab,Wah Cantonment,2018-03-01,170.29,248.82,39.13,72.1,106.69,38.12,3.57,22.08,64.92,4.11,26.69,2.66,221,Very Unhealthy,9.7,40.6,0.444,4.12,124.95,575.1
Punjab,Wah Cantonment,2018-04-01,64.09,141.18,39.66,72.88,53.61,34.33,4.46,44.21,73.16,6.83,22.77,5.51,155,Unhealthy,5.2,51.5,0.451,4.52,122.96,573.9
Punjab,Wah Cantonment,2018-05-01,105.15,172.8,20.4,55.19,56.21,21.96,3.46,17.86,69.65,7.47,16.4,6.82,177,Unhealthy,15.3,41.7,0.544,4.12,117.66,576.5
Punjab,Wah Cantonment,2018-06-01,143.21,193.04,38.29,70.58,67.06,26.08,1.58,26.18,66.02,3.56,6.24,3.96,196,Unhealthy,6.9,49.5,0.438,4.55,122.76,581.1
Punjab,Wah Cantonment,2018-07-01,75.17,171.59,19.17,44.84,62.1,17.28,3.35,17.51,63.37,3.93,12.51,3.47,161,Unhealthy,11.1,65.3,0.332,5.28,124.92,581.6
Punjab,Wah Cantonment,2018-08-01,55.14,180.63,30.79,33.52,32.81,15.16,1.34,29.86,56.68,4.1,17.64,1.19,149,Unhealthy for Sensitive Groups,7.5,59.0,0.56,7.14,123.42,579.1
Punjab,Wah Cantonment,2018-09-01,65.46,133.51,46.37,57.58,35.92,23.63,3.75,41.73,49.37,2.72,15.54,4.43,156,Unhealthy,7.2,52.6,0.469,6.05,125.18,580.6
Punjab,Wah Cantonment,2018-10-01,90.7,145.48,54.69,102.32,82.87,27.06,4.03,61.18,55.7,9.77,8.02,1.71,169,Unhealthy,5.4,60.4,0.461,5.08,124.48,581.5
Punjab,Wah Cantonment,2018-11-01,236.18,487.4,81.8,180.0,117.52,64.55,5.73,58.37,136.88,15.76,38.81,10.43,286,Very Unhealthy,3.8,60.1,0.392,4.47,122.78,574.9
Punjab,Wah Cantonment,2018-12-01,143.32,413.33,107.41,119.23,200.0,44.14,11.21,42.39,168.96,15.26,53.76,12.91,196,Unhealthy,3.4,71.7,0.453,4.49,124.79,578.7
Punjab,Wah Cantonment,2019-01-01,483.13,618.31,100.91,163.03,157.33,80.0,7.66,100.0,177.22,20.83,24.77,3.39,487,Hazardous,4.2,55.3,0.402,3.48,128.22,589.7
Punjab,Wah Cantonment,2019-02-01,222.32,312.53,61.82,61.34,107.09,38.25,3.84,64.27,57.77,12.1,8.46,6.12,272,Very Unhealthy,8.7,70.3,0.395,4.99,125.58,596.0
Punjab,Wah Cantonment,2019-03-01,175.41,197.17,61.69,55.92,102.35,30.3,3.28,18.06,56.98,6.77,19.1,6.27,226,Very Unhealthy,4.6,47.7,0.497,6.08,125.28,587.5
Punjab,Wah Cantonment,2019-04-01,61.98,168.03,29.99,67.83,39.48,17.75,3.17,43.36,83.32,8.82,7.97,5.0,154,Unhealthy,6.6,39.7,0.354,3.97,125.13,590.2
Punjab,Wah Cantonment,2019-05-01,112.14,132.03,39.53,77.52,72.96,38.71,3.34,17.6,52.16,7.3,5.52,4.0,180,Unhealthy,9.0,34.5,0.414,5.24,126.14,590.6
Punjab,Wah Cantonment,2019-06-01,99.35,213.75,48.62,33.83,51.6,37.45,3.25,30.36,42.91,8.07,9.03,2.98,174,Unhealthy,11.0,41.1,0.434,6.47,127.13,590.1
Punjab,Wah Cantonment,2019-07-01,98.14,91.27,20.0,36.34,50.55,32.45,3.44,27.31,46.77,2.64,8.55,0.87,173,Unhealthy,14.9,56.1,0.365,5.29,125.1,586.4
Punjab,Wah Cantonment,2019-08-01,90.84,184.32,37.2,37.72,65.92,26.17,1.56,36.64,49.89,5.83,7.71,1.66,169,Unhealthy,15.8,88.6,0.408,5.8,124.48,595.0
Punjab,Wah Cantonment,2019-09-01,153.87,243.59,50.63,41.0,79.74,26.44,2.58,31.99,43.27,3.43,9.37,1.73,204,Very Unhealthy,7.6,56.1,0.414,3.61,126.65,585.5
Punjab,Wah Cantonment,2019-10-01,110.88,317.04,39.19,53.11,87.86,24.44,5.48,28.81,58.6,8.07,27.58,3.82,180,Unhealthy,9.1,64.1,0.411,5.68,125.72,585.0
Punjab,Wah Cantonment,2019-11-01,448.92,506.35,137.51,180.0,191.81,64.34,10.18,100.0,186.02,20.35,60.0,3.87,459,Hazardous,2.1,62.6,0.531,4.69,124.08,591.6
Punjab,Wah Cantonment,2019-12-01,361.83,398.28,120.32,180.0,200.0,80.0,9.92,100.0,200.0,14.06,18.59,14.61,390,Hazardous,5.0,80.1,0.504,4.99,124.1,592.2
Punjab,Wah Cantonment,2020-01-01,314.89,235.49,81.36,106.88,148.42,71.71,6.67,74.17,142.71,16.23,48.08,11.17,352,Hazardous,3.6,55.0,0.493,4.65,129.85,596.1
Punjab,Wah Cantonment,2020-02-01,124.15,210.45,76.47,90.84,91.19,62.15,4.82,30.5,118.9,3.26,22.98,1.92,186,Unhealthy,4.2,58.1,0.467,4.6,132.84,602.7
Punjab,Wah Cantonment,2020-03-01,73.72,124.43,21.15,47.4,66.37,31.18,3.48,17.09,51.46,2.79,15.57,5.97,160,Unhealthy,6.6,41.0,0.502,5.06,133.37,596.3
Punjab,Wah Cantonment,2020-04-01,66.85,74.16,14.57,34.75,36.36,12.32,1.24,19.53,31.27,4.61,10.67,0.74,157,Unhealthy,5.6,45.1,0.495,3.57,130.06,595.1
Punjab,Wah Cantonment,2020-05-01,55.28,160.61,11.29,34.28,48.28,20.0,1.06,9.06,34.65,4.35,11.37,3.62,150,Unhealthy for Sensitive Groups,15.6,44.2,0.407,3.62,129.93,601.4
Punjab,Wah Cantonment,2020-06-01,125.78,184.89,38.67,39.68,47.15,11.45,1.68,31.64,49.57,2.48,10.64,2.01,187,Unhealthy,10.6,51.5,0.477,4.65,127.41,597.3
Punjab,Wah Cantonment,2020-07-01,83.61,202.05,40.84,31.31,78.76,30.39,3.33,28.24,45.35,3.65,15.02,3.99,166,Unhealthy,12.7,60.1,0.502,4.89,130.87,601.4
Punjab,Wah Cantonment,2020-08-01,92.44,125.19,33.72,66.67,37.0,25.89,1.43,24.95,56.87,2.24,13.4,5.71,170,Unhealthy,13.0,74.9,0.424,3.73,129.67,595.4
Punjab,Wah Cantonment,2020-09-01,53.36,128.27,24.83,69.56,66.35,19.54,4.31,31.08,50.77,5.87,16.42,5.09,145,Unhealthy for Sensitive Groups,5.2,64.5,0.384,4.1,131.15,598.6
Punjab,Wah Cantonment,2020-10-01,131.91,331.23,78.29,102.6,117.68,40.88,2.99,31.49,87.99,9.02,13.07,5.6,190,Unhealthy,4.0,61.5,0.41,4.92,128.7,599.9
Punjab,Wah Cantonment,2020-11-01,372.67,634.61,91.85,180.0,165.82,80.0,3.89,100.0,182.93,16.71,23.86,7.95,398,Hazardous,7.8,62.3,0.448,5.06,125.75,597.6
Punjab,Wah Cantonment,2020-12-01,157.3,360.6,82.52,168.4,200.0,79.29,8.93,100.0,139.98,15.12,26.54,3.53,208,Very Unhealthy,4.6,71.2,0.381,5.89,130.46,602.5
Punjab,Wah Cantonment,2021-01-01,330.56,485.08,76.08,102.36,108.43,33.07,5.71,66.23,166.05,18.41,33.1,14.76,365,Hazardous,7.9,55.8,0.416,4.75,134.85,605.3
Punjab,Wah Cantonment,2021-02-01,205.87,415.37,70.43,83.47,57.81,52.39,6.23,41.72,119.15,7.6,8.0,10.21,256,Very Unhealthy,10.1,66.6,0.408,4.08,134.58,611.7
Punjab,Wah Cantonment,2021-03-01,190.53,307.33,50.03,93.56,97.6,41.61,5.23,22.76,76.35,9.28,12.33,6.92,241,Very Unhealthy,6.6,62.9,0.444,3.99,132.65,607.5
Punjab,Wah Cantonment,2021-04-01,154.58,266.26,35.46,84.82,61.41,35.05,1.93,44.2,76.63,9.45,4.63,5.25,205,Very Unhealthy,13.9,52.0,0.486,4.04,132.98,611.6
Punjab,Wah Cantonment,2021-05-01,89.75,142.54,37.27,56.52,85.85,19.68,3.96,42.78,71.28,4.12,16.01,1.63,169,Unhealthy,12.5,46.3,0.483,3.88,133.96,607.1
Punjab,Wah Cantonment,2021-06-01,85.5,130.08,31.39,44.49,81.88,18.39,2.98,19.36,69.69,1.43,19.27,3.19,166,Unhealthy,12.3,55.8,0.488,3.02,131.19,610.2
Punjab,Wah Cantonment,2021-07-01,110.47,212.41,37.84,62.04,44.5,14.06,1.33,19.67,43.63,7.19,13.0,1.45,179,Unhealthy,11.9,71.3,0.477,4.25,131.88,610.7
Punjab,Wah Cantonment,2021-08-01,80.53,208.07,23.16,43.46,35.16,25.17,2.92,13.47,52.44,5.31,12.58,1.5,164,Unhealthy,8.1,72.4,0.423,5.41,132.66,610.4
Punjab,Wah Cantonment,2021-09-01,141.33,124.0,38.24,54.84,97.32,17.33,1.76,26.64,48.59,6.71,21.3,2.51,195,Unhealthy,7.3,73.1,0.382,5.57,131.53,604.5
Punjab,Wah Cantonment,2021-10-01,156.13,294.49,57.37,67.96,49.79,22.14,3.21,20.95,67.49,3.64,13.36,2.07,207,Very Unhealthy,4.5,49.2,0.464,5.24,130.01,613.9
Punjab,Wah Cantonment,2021-11-01,225.45,418.8,141.25,180.0,200.0,80.0,5.44,100.0,146.54,17.44,15.98,13.81,275,Very Unhealthy,8.0,58.9,0.48,4.96,133.04,610.5
Punjab,Wah Cantonment,2021-12-01,290.78,475.41,150.0,180.0,147.28,80.0,10.64,100.0,200.0,24.2,25.91,19.85,333,Hazardous,4.0,56.5,0.474,3.24,135.65,609.6
Punjab,Wah Cantonment,2022-01-01,467.04,503.66,150.0,152.87,117.89,51.13,7.9,100.0,200.0,6.14,19.5,6.61,474,Hazardous,5.6,63.6,0.39,5.0,134.42,619.3
Punjab,Wah Cantonment,2022-02-01,223.61,269.95,27.89,54.79,71.59,31.35,5.72,23.5,83.84,4.96,7.71,6.29,273,Very Unhealthy,8.3,45.8,0.461,6.09,134.58,617.8
Punjab,Wah Cantonment,2022-03-01,138.75,207.43,18.79,50.4,47.52,33.24,2.98,29.83,57.35,6.41,9.15,4.1,194,Unhealthy,6.8,50.3,0.397,4.6,134.86,620.4
Punjab,Wah Cantonment,2022-04-01,57.43,193.19,23.14,68.94,71.59,38.55,2.2,34.27,80.18,6.65,11.48,5.8,152,Unhealthy,5.9,49.2,0.401,4.54,135.7,624.3
Punjab,Wah Cantonment,2022-05-01,78.93,229.73,42.51,38.16,70.56,19.36,3.39,34.53,37.77,5.65,10.65,2.24,163,Unhealthy,11.6,36.6,0.479,4.77,137.81,617.2
Punjab,Wah Cantonment,2022-06-01,71.29,193.57,30.2,60.18,85.5,27.1,2.54,40.32,52.64,4.78,17.33,4.17,159,Unhealthy,18.0,52.0,0.533,4.01,134.27,620.7
Punjab,Wah Cantonment,2022-07-01,135.2,172.11,28.06,56.02,32.83,31.61,3.34,22.47,57.37,5.27,10.71,4.81,192,Unhealthy,15.3,57.2,0.473,3.67,135.84,621.9
Punjab,Wah Cantonment,2022-08-01,52.25,215.07,38.46,54.03,76.02,24.53,1.14,33.19,46.67,6.02,17.29,5.06,142,Unhealthy for Sensitive Groups,10.9,66.4,0.539,5.17,133.78,624.0
Punjab,Wah Cantonment,2022-09-01,70.19,250.67,20.48,60.69,95.91,21.49,2.74,24.31,35.68,6.66,16.3,3.11,159,Unhealthy,8.1,61.6,0.443,2.95,135.28,620.5
Punjab,Wah Cantonment,2022-10-01,126.9,191.52,56.98,69.37,70.76,35.18,3.41,58.4,92.75,3.78,25.16,2.31,188,Unhealthy,9.5,59.7,0.43,3.95,134.87,624.3
Punjab,Wah Cantonment,2022-11-01,225.2,394.51,42.92,104.21,132.0,49.74,8.89,94.11,160.96,8.67,24.13,3.19,275,Very Unhealthy,5.5,54.0,0.54,4.08,132.38,620.2
Punjab,Wah Cantonment,2022-12-01,387.31,535.51,48.63,128.92,141.69,80.0,3.93,74.2,187.15,10.77,19.49,12.12,410,Hazardous,6.0,71.9,0.527,5.28,133.2,624.1
Punjab,Wah Cantonment,2023-01-01,409.84,538.68,47.06,128.17,200.0,80.0,9.84,87.85,193.36,22.05,12.44,13.3,428,Hazardous,5.7,72.8,0.497,5.06,140.05,632.8
Punjab,Wah Cantonment,2023-02-01,104.25,278.14,54.18,99.74,64.46,41.4,4.6,36.68,84.88,9.45,30.34,7.72,176,Unhealthy,6.8,51.7,0.464,5.75,138.46,627.9
Punjab,Wah Cantonment,2023-03-01,135.61,222.43,41.81,42.12,93.17,16.2,3.58,36.37,85.78,8.6,9.81,7.62,192,Unhealthy,7.3,47.2,0.492,3.21,141.52,636.5
Punjab,Wah Cantonment,2023-04-01,85.9,241.71,40.65,63.7,84.77,37.24,3.64,45.65,80.58,5.65,22.17,3.76,167,Unhealthy,14.6,46.4,0.541,2.63,139.32,631.0
Punjab,Wah Cantonment,2023-05-01,101.12,119.35,23.02,49.87,54.56,30.76,4.23,35.58,38.85,2.69,7.75,6.17,175,Unhealthy,7.2,27.8,0.463,5.67,141.12,629.8
Punjab,Wah Cantonment,2023-06-01,72.97,201.85,30.3,72.09,44.32,28.18,1.99,39.0,36.22,2.48,6.85,2.91,160,Unhealthy,11.1,46.2,0.393,6.23,142.07,632.7
Punjab,Wah Cantonment,2023-07-01,71.41,124.96,30.77,31.83,56.88,23.44,2.79,35.82,44.85,3.64,13.54,3.1,159,Unhealthy,9.4,84.7,0.435,4.43,141.11,632.0
Punjab,Wah Cantonment,2023-08-01,93.88,142.05,32.9,46.59,67.73,14.48,2.01,14.1,48.63,4.35,12.05,3.41,171,Unhealthy,13.5,91.1,0.474,4.96,135.5,630.4
Punjab,Wah Cantonment,2023-09-01,91.55,154.12,15.75,52.45,66.1,24.18,1.25,19.01,44.94,3.45,8.38,1.43,170,Unhealthy,5.2,75.9,0.421,4.02,141.93,630.4
Punjab,Wah Cantonment,2023-10-01,133.98,259.2,36.79,94.72,68.59,29.33,3.01,35.91,78.58,9.61,13.48,6.27,192,Unhealthy,5.3,52.7,0.519,4.22,138.41,633.0
